Filmina,Dificultad,Hemisferio,Consigna,Nivel de Ejercicio,Descripcion de Ejercicio,Dificultad de Nivel Ejercicio,Prioridad Coordinativa,Patron Tecnico/Tactico,Escenario:Hemisferio Derecho Defecto Excesivo,Escenario:Hemisferio Izquierdo Defecto Excesivo,Escenario:Hemisferio Derecho Defecto Moderado,Escenario:Hemisferio Izquierdo Defecto Moderado,Escenario: Hemisferio Izquierdo Exceso Moderado,Escenario: Hemisferio Derecho Exceso Moderado,Escenario: Hemisferio Izquierdo Muy Excedido,Escenario: Hemisferio Derecho Muy Excedido,Escenarios Optimo,Modificador Fisico,,
Vision Periferica,Inicial,Solo HD,Solo decir color,1,Sentido Antihorario,10%,-,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,2,Solo decir el Color,10%,-,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,2,Empezar de Color Grande hacia la Chica (Afuera hacia Adentro),10%,-,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,2,Sentido Antihorario,10%,-,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,3,Solo decir el Color,10%,Mano,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,3,Empezar de Color chica hacia la grande (Centro hacia afuera),10%,Mano,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,3,Sentido Antihorario,10%,Mano,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,3,Toca color con la mano,10%,Mano,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,4,Solo decir el Color,10%,Pie,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,4,Empezar de Color chica hacia la grande (Centro hacia afuera),10%,Pie,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,4,Sentido Antihorario,10%,Pie,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,4,Toca color con el pie,10%,Pie,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,5,Solo decir el Color,20%,Mano,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,5,Empezar de Color Grande hacia la Chica (Afuera hacia Adentro),20%,Mano,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,5,Sentido Antihorario,20%,Mano,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,5,Toca color con la mano,20%,Mano,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,6,Solo decir el Color,20%,Pie,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,6,Empezar de Color Grande hacia la Chica (Afuera hacia Adentro),20%,Pie,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,6,Sentido Antihorario,20%,Pie,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Solo HD,Solo decir color,6,Toca color con el pie,20%,Pie,-,,A.2,,,,,E.1,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",1,"Primero decir el Letra, despues el Color",25%,-,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",1,Empezar de letra chica hacia la grande (Centro hacia afuera),25%,-,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",1,Sentido Horario,25%,-,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",2,"Primero decir el Letra, despues el Color",25%,-,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",2,Empezar de letra chica hacia la grande (Centro hacia afuera),25%,-,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",2,Sentido Antihorario,25%,-,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",3,"Primero decir el Letra, despues el Color",25%,-,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",3,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),25%,-,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",3,Sentido Horario,25%,-,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",4,"Primero decir el Letra, despues el Color",25%,-,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",4,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),25%,-,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",4,Sentido Antihorario,25%,-,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",5,"Primero decir el Letra, despues el Color",35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",5,Empezar de letra chica hacia la grande (Centro hacia afuera),35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",5,Sentido Horario,35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",5,Toca color con la mano,35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",6,"Primero decir el Letra, despues el Color",35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",6,Empezar de letra chica hacia la grande (Centro hacia afuera),35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",6,Sentido Antihorario,35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",6,Toca color con la mano,35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",7,"Primero decir el Letra, despues el Color",35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",7,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",7,Sentido Horario,35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",7,Toca color con la mano,35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",8,"Primero decir el Letra, despues el Color",35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",8,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",8,Sentido Anthorario,35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",8,Toca color con la mano,35%,Mano,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",9,"Primero decir el Letra, despues el Color",35%,Pie,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",9,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),35%,Pie,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",9,Sentido Horario,35%,Pie,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",9,Toca color con el pie,35%,Pie,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",10,"Primero decir el Letra, despues el Color",35%,Pie,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",10,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),35%,Pie,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",10,Sentido Antihorario,35%,Pie,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HI>HD],"Primero decir Letra, Luego decir Color",10,Toca color con el pie,35%,Pie,-,,,B.1,,,D.2,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",1,"Primero decir el Color, despues el Letra",25%,-,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",1,Empezar de letra chica hacia la grande (Centro hacia afuera),25%,-,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",1,Sentido Horario,25%,-,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",2,"Primero decir el Color, despues el Letra",25%,-,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",2,Empezar de letra chica hacia la grande (Centro hacia afuera),25%,-,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",2,Sentido Antihorario,25%,-,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",3,"Primero decir el Color, despues el Letra",25%,-,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",3,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),25%,-,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",3,Sentido Horario,25%,-,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",4,"Primero decir el Color, despues el Letra",25%,-,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",4,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),25%,-,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",4,Sentido Antihorario,25%,-,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",5,"Primero decir el Color, despues el Letra",35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",5,Empezar de letra chica hacia la grande (Centro hacia afuera),35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",5,Sentido Horario,35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",5,Toca color con la mano,35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",6,"Primero decir el Color, despues el Letra",35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",6,Empezar de letra chica hacia la grande (Centro hacia afuera),35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",6,Sentido Antihorario,35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",6,Toca color con la mano,35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",7,"Primero decir el Color, despues el Letra",35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",7,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",7,Sentido Horario,35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",7,Toca color con la mano,35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",8,"Primero decir el Color, despues el Letra",35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",8,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",8,Sentido Anthorario,35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",8,Toca color con la mano,35%,Mano,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",9,"Primero decir el Color, despues el Letra",35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",9,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",9,Sentido Horario,35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",9,Toca color con el pie,35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",10,"Primero decir el Color, despues el Letra",35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",10,Empezar de letra Grande hacia la Chica (Afuera hacia Adentro),35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",10,Sentido Antihorario,35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Vision Periferica,Inicial,Combinado [HD>HI],"Primero decir Color, Luego decir Letra",10,Toca color con el pie,35%,Pie,-,,,,B.2,D.1,,,,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,1,Laminas a la misma altura,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,1,Empezando de arriba a la izquierda,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,1,Decir numero,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,2,Laminas a la misma altura,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,2,empezando de arriba a la derecha,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,2,decir numero,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,3,Laminas a la misma altura,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,3,Empezando de abajo a la izquierda,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,3,decir numero,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,4,Laminas a la misma altura,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,4,Empezando de abajo a la derecha,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,4,decir numero,20%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,5,Lamina izquierda 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,5,Empezando de arriba a la izquierda,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,5,Decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,6,Lamina izquierda 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,6,empezando de arriba a la derecha,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,6,decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,7,Lamina izquierda 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,7,Empezando de abajo a la izquierda,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,7,decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,8,Lamina izquierda 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,8,Empezando de abajo a la derecha,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,8,decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,9,Lamina derecha 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,9,Empezando de arriba a la izquierda,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,9,Decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,10,Lamina derecha 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,10,empezando de arriba a la derecha,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,10,decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,11,Lamina derecha 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,11,Empezando de abajo a la izquierda,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,11,decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,12,Lamina derecha 2 numeros mas arriba,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,12,Empezando de abajo a la derecha,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,12,decir numero,30%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,13,Lamina izquierda 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,13,Empezando de arriba a la izquierda,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,13,Decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,14,Lamina izquierda 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,14,empezando de arriba a la derecha,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,14,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,15,Lamina izquierda 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,15,Empezando de abajo a la izquierda,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,15,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,16,Lamina izquierda 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,16,Empezando de abajo a la derecha,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,16,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,17,Lamina derecha 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,17,Empezando de arriba a la izquierda,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,17,Decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,18,Lamina derecha 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,18,empezando de arriba a la derecha,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,18,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,19,Lamina derecha 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,19,Empezando de abajo a la izquierda,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,19,decir numero,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,20,Lamina derecha 4 numeros mas arriba,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
Sacadicos 1-2-3-4,Inicial,Sin impacto en Hemisferios,Observar,20,Empezando de abajo a la derecha,40%,-,-,A.1,A.2,B.1,B.2,D.1,D.2,E.1,E2,C.1,,,
